measured,real
1034655.38,0.0
1094422.09,200.16997268646472
1205682.26,600.5099180593942
1312935.06,1000.8498634323237
1425038.7,1401.189808805253
1531429.95,1801.5297541781827
1652053.39,2201.869699551112
1761780.94,2602.2096449240416
1874092.29,3002.549590296971
1984640.59,3402.8895356699004
