measured,real
312660.55,200.16997268646472
330461.01,200.16997268646472
449149.29,600.5099180593942
569729.3,1000.8498634323237
686689.45,1401.189808805253
805416.62,1801.5297541781827
921818.97,2201.869699551112
1037467.17,2602.2096449240416
1153789.5,3002.549590296971
1272372.06,3402.8895356699004
