time,raw reading
1494196072.0375001,1046067.0
1494196072.0500002,1046186.0
1494196072.0625,1046182.5
1494196072.0875001,1046132.0
1494196072.1000001,1046130.0
1494196072.1125002,1046083.0
1494196072.125,1046024.0
1494196072.1500001,1046106.0
1494196072.1625001,1046114.3333333334
1494196072.2,1046132.0
1494196072.2125001,1046259.0
1494196072.2375002,1046148.6666666666
1494196072.25,1046119.0
1494196072.2750001,1046191.0
1494196072.2875001,1046071.0
1494196072.3125,1046015.6666666666
1494196072.3500001,1046133.0
1494196072.375,1046181.0
1494196072.4000001,1046217.3333333334
1494196072.4125001,1046225.0
1494196072.4375,1046094.0
1494196072.45,1046158.0
1494196072.4625001,1046140.0
1494196072.5,1046056.0
1494196072.5125,1046214.0
1494196072.5250001,1046057.0
1494196072.5375001,1046104.5
1494196072.5500002,1046129.0
1494196072.575,1046168.6666666666
1494196072.6125002,1046016.0
1494196072.625,1046183.0
1494196072.6625001,1046155.25
1494196072.6875,1046073.0
1494196072.7,1046156.0
1494196072.7250001,1046270.0
1494196072.75,1046162.6666666666
1494196072.7625,1046035.0
1494196072.7875001,1046254.0
1494196072.8000002,1046103.5
1494196072.8125,1046082.5
1494196072.8375001,1046166.0
1494196072.8500001,1046224.0
1494196072.875,1046165.0
1494196072.8875,1046248.0
1494196072.9000001,1046192.5
1494196072.9375,1046149.0
1494196072.95,1046329.0
1494196072.9625001,1046354.0
1494196072.9750001,1046155.5
1494196073.0,1046012.0
1494196073.0125,1046048.0
1494196073.0250001,1045979.0
1494196073.0375001,1046107.5
1494196073.0625,1046058.5
1494196073.075,1046125.0
1494196073.0875001,1046119.0
1494196073.1000001,1046271.0
1494196073.1125002,1046271.0
1494196073.125,1046153.5
1494196073.1500001,1046122.0
1494196073.1625001,1046206.0
1494196073.1750002,1046133.5
1494196073.1875,1046048.5
1494196073.2,1046000.0
1494196073.2125001,1046115.0
1494196073.2375002,1046193.6666666666
1494196073.2625,1046108.0
1494196073.2750001,1046166.0
1494196073.3000002,1046274.0
1494196073.3125,1046215.0
1494196073.325,1046153.0
1494196073.3375001,1046180.0
1494196073.3500001,1046109.0
1494196073.3875,1046099.75
1494196073.4125001,1046103.0
1494196073.4375,1046100.6
1494196073.45,1045977.5
1494196073.4750001,1045964.0
1494196073.5,1046034.0
1494196073.5250001,1046160.6666666666
1494196073.5375001,1046128.0
1494196073.5500002,1046209.0
1494196073.575,1046074.0
1494196073.5875001,1046185.0
1494196073.6000001,1046284.0
1494196073.6125002,1046279.0
1494196073.6375,1046099.0
1494196073.6625001,1046084.6666666666
1494196073.6875,1046103.5
1494196073.7250001,1046161.75
1494196073.75,1046165.5
1494196073.7625,1046131.0
1494196073.7750001,1046179.0
1494196073.7875001,1046228.0
1494196073.8125,1046178.0
1494196073.825,1046104.5
1494196073.8375001,1045965.0
1494196073.8625002,1046198.6666666666
1494196073.875,1046165.0
1494196073.8875,1046177.5
1494196073.9125001,1046228.5
1494196073.9250002,1046093.5
1494196073.95,1046107.0
1494196073.9625001,1046157.5
1494196073.9750001,1046100.0
1494196073.9875002,1046063.0
1494196074.0,1046114.0
1494196074.0125,1046123.0
1494196074.0375001,1046099.5
1494196074.0500002,1046110.0
1494196074.0625,1046007.0
1494196074.0875001,1046042.6666666666
1494196074.1000001,1046099.0
1494196074.125,1046207.0
1494196074.1375,1046122.5
1494196074.1500001,1046094.5
1494196074.1750002,1046068.0
1494196074.2,1046204.3333333334
1494196074.2125001,1046173.0
1494196074.2250001,1046036.0
1494196074.2375002,1046034.0
1494196074.2625,1046090.6666666666
1494196074.2750001,1046079.0
1494196074.3125,1046200.75
1494196074.3500001,1046188.3333333334
1494196074.3625002,1046218.0
1494196074.3875,1046324.0
1494196074.4000001,1046182.0
1494196074.4125001,1045992.0
1494196074.4250002,1046064.0
1494196074.4375,1046182.0
1494196074.45,1046115.5
1494196074.4750001,1046194.0
1494196074.4875002,1046126.3333333334
1494196074.5,1046262.0
1494196074.5250001,1046230.5
1494196074.5500002,1046272.5
1494196074.5625,1046155.5
1494196074.575,1046099.0
1494196074.5875001,1046204.0
1494196074.6000001,1046229.0
1494196074.625,1046112.0
1494196074.6375,1046169.0
1494196074.6500001,1045989.0
1494196074.6625001,1046210.0
1494196074.6875,1046179.6666666666
1494196074.7125001,1046215.5
1494196074.7250001,1046076.0
1494196074.7375002,1046122.0
1494196074.7625,1046083.5
1494196074.7750001,1046166.0
1494196074.8125,1046116.3333333334
1494196074.825,1046268.0
1494196074.8375001,1046161.0
1494196074.8500001,1046154.5
1494196074.8625002,1046265.0
1494196074.9000001,1046229.6666666666
1494196074.9125001,1046231.0
1494196074.9375,1046143.0
1494196074.95,1046151.0
1494196074.9625001,1046015.0
1494196074.9875002,1046244.5
1494196075.0,1046139.0
1494196075.0250001,1046124.5
1494196075.0375001,1046097.0
1494196075.0625,1046117.0
1494196075.075,1046106.0
1494196075.0875001,1046097.0
1494196075.1000001,1046044.0
1494196075.1125002,1046123.0
1494196075.1375,1046141.5
1494196075.1500001,1046285.3333333334
1494196075.1875,1046287.5
1494196075.2,1046283.0
1494196075.2250001,1046308.5
1494196075.2375002,1046224.0
1494196075.25,1046115.0
1494196075.2750001,1046265.5
1494196075.2875001,1046239.0
1494196075.3125,1046265.3333333334
1494196075.325,1046296.0
