time,raw reading
1494194721.4000001,1041941.3333333334
1494194721.4125001,1042017.0
1494194721.4375,1041996.0
1494194721.45,1042018.6666666666
1494194721.4625001,1042045.0
1494194721.4750001,1042059.0
1494194721.4875002,1042147.0
1494194721.5,1042132.0
1494194721.5125,1042073.0
1494194721.5375001,1042161.5
1494194721.5500002,1042159.0
1494194721.5625,1042139.0
1494194721.575,1042119.0
1494194721.6000001,1042135.3333333334
1494194721.6125002,1042096.0
1494194721.6375,1042167.0
1494194721.6500001,1042200.0
1494194721.6625001,1042138.0
1494194721.6875,1042206.5
1494194721.7,1042149.5
1494194721.7250001,1042073.0
1494194721.7375002,1042064.5
1494194721.7625,1042220.0
1494194721.7750001,1042280.0
1494194721.8125,1042318.4
1494194721.8375001,1042207.0
1494194721.8500001,1042189.0
1494194721.875,1042317.0
1494194721.8875,1042243.0
1494194721.9125001,1042295.0
1494194721.9250002,1042125.0
1494194721.9375,1042163.5
1494194721.95,1042298.0
1494194721.9750001,1042295.0
1494194721.9875002,1042214.5
1494194722.0250001,1042206.3333333334
1494194722.0375001,1042210.0
1494194722.0625,1042055.5
1494194722.075,1042206.0
1494194722.0875001,1042323.0
1494194722.1125002,1042294.3333333334
1494194722.125,1042360.0
1494194722.1500001,1042372.0
1494194722.1625001,1042335.0
1494194722.1750002,1042304.0
1494194722.1875,1042246.0
1494194722.2250001,1042244.3333333334
1494194722.2375002,1042337.0
1494194722.2625,1042185.5
1494194722.2750001,1042187.0
1494194722.2875001,1042185.0
1494194722.3000002,1042170.0
1494194722.3125,1042057.0
1494194722.325,1042259.0
1494194722.3500001,1042242.0
1494194722.375,1042223.3333333334
1494194722.4000001,1042055.0
1494194722.4250002,1042165.0
1494194722.45,1042227.0
1494194722.4625001,1042166.0
1494194722.4875002,1042162.0
1494194722.5125,1042106.25
1494194722.5250001,1042040.0
1494194722.5375001,1042060.0
1494194722.5500002,1041971.0
1494194722.5625,1042030.0
1494194722.575,1042029.0
1494194722.5875001,1042025.0
1494194722.6000001,1042058.0
1494194722.6125002,1042171.0
1494194722.6375,1042056.6666666666
1494194722.6500001,1042142.0
1494194722.6875,1042122.0
1494194722.7,1042095.6666666666
1494194722.7125001,1042104.0
1494194722.7250001,1041957.0
1494194722.7375002,1042019.0
