time,raw reading
1494192773.6000001,1039570.0
1494192773.6125002,1039615.0
1494192773.625,1039611.0
1494192773.6375,1039623.0
1494192773.6625001,1039613.0
1494192773.6750002,1039570.0
1494192773.7,1039605.0
1494192773.7125001,1039558.0
1494192773.7375002,1039582.6666666666
1494192773.7625,1039652.0
1494192773.7750001,1039630.0
1494192773.7875001,1039652.0
1494192773.8000002,1039683.0
1494192773.8125,1039628.0
1494192773.8375001,1039614.0
1494192773.8500001,1039537.5
1494192773.8625002,1039590.0
1494192773.8875,1039602.0
1494192773.9000001,1039553.0
1494192773.9375,1039567.0
1494192773.95,1039509.5
1494192774.0,1039519.75
1494192774.0250001,1039540.4
1494192774.0375001,1039503.0
1494192774.0625,1039594.0
1494192774.075,1039464.0
1494192774.0875001,1039432.0
1494192774.1000001,1039434.0
1494192774.1375,1039590.3333333334
1494192774.1500001,1039536.0
1494192774.1750002,1039546.5
1494192774.1875,1039575.5
1494192774.2125001,1039490.0
1494192774.2250001,1039591.6666666666
1494192774.2625,1039596.0
1494192774.2750001,1039589.0
1494192774.2875001,1039521.0
1494192774.3125,1039642.3333333334
1494192774.325,1039553.0
1494192774.3500001,1039532.0
1494192774.3625002,1039522.0
1494192774.375,1039598.0
1494192774.4000001,1039581.0
1494192774.4375,1039486.0
1494192774.45,1039570.6666666666
1494192774.4625001,1039560.0
1494192774.5,1039521.25
1494192774.5250001,1039461.0
1494192774.5375001,1039531.5
1494192774.5500002,1039639.0
1494192774.575,1039481.3333333334
1494192774.5875001,1039612.0
1494192774.6125002,1039612.0
1494192774.625,1039572.3333333334
1494192774.6375,1039570.0
1494192774.6500001,1039490.0
1494192774.6625001,1039585.0
1494192774.6875,1039590.3333333334
1494192774.7,1039731.0
1494192774.7250001,1039748.0
1494192774.75,1039571.3333333334
1494192774.7750001,1039663.6666666666
1494192774.7875001,1039678.0
1494192774.8125,1039589.0
1494192774.825,1039462.0
1494192774.8375001,1039594.5
1494192774.8500001,1039521.0
1494192774.8625002,1039572.0
1494192774.8875,1039595.0
1494192774.9000001,1039610.0
1494192774.9125001,1039628.0
1494192774.9250002,1039567.3333333334
1494192774.95,1039630.0
1494192774.9625001,1039626.0
1494192774.9875002,1039722.0
1494192775.0125,1039732.5
1494192775.0250001,1039679.5
1494192775.0375001,1039681.0
1494192775.0625,1039646.0
1494192775.075,1039587.0
1494192775.0875001,1039609.0
1494192775.125,1039591.0
1494192775.1500001,1039664.25
1494192775.1625001,1039683.0
1494192775.1875,1039773.0
1494192775.2,1039616.5
1494192775.2125001,1039642.0
1494192775.2375002,1039534.5
1494192775.25,1039628.0
1494192775.2750001,1039495.0
1494192775.2875001,1039623.6666666666
1494192775.3000002,1039800.0
1494192775.325,1039900.5
1494192775.3375001,1039767.0
1494192775.3500001,1039594.0
1494192775.3625002,1039669.0
1494192775.375,1039740.0
1494192775.3875,1039718.0
1494192775.4125001,1039723.0
1494192775.4250002,1039873.5
1494192775.4375,1039802.0
1494192775.4625001,1039672.0
1494192775.4750001,1039588.0
1494192775.5125,1039716.0
1494192775.5250001,1039645.0
1494192775.5500002,1039657.0
1494192775.5625,1039585.0
1494192775.575,1039512.0
1494192775.6000001,1039687.3333333334
1494192775.6125002,1039637.0
1494192775.6375,1039612.0
1494192775.6625001,1039558.0
1494192775.6875,1039723.0
1494192775.7,1039742.0
1494192775.7125001,1039692.0
1494192775.7250001,1039663.0
1494192775.75,1039732.0
1494192775.7625,1039695.0
1494192775.7750001,1039697.5
1494192775.7875001,1039915.0
1494192775.8000002,1039871.0
1494192775.8125,1039833.5
1494192775.825,1039732.0
1494192775.8375001,1039638.0
1494192775.8500001,1039653.0
1494192775.9000001,1039574.5
1494192775.9125001,1039619.0
1494192775.9250002,1039794.0
1494192775.9375,1039737.0
1494192775.95,1039774.0
1494192775.9625001,1039681.5
1494192775.9875002,1039673.5
